Date,state
2008-02-14 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-4  :  oc-dir-consec-1  :  gap-filled-2  :  iLT-1  :  LT-1  :  sma10-2  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-3  :  sma50-consec-34  :  sma200-consec-34,
2008-02-15 00:00:00,dow-4  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-3  :  iLT-3  :  LT-2  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-4  :  sma50-consec-35  :  sma200-consec-35,
2008-02-19 00:00:00,dow-1  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-4  :  iHT-1  :  HT-2  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-2  :  sma20-consec-5  :  sma50-consec-36  :  sma200-consec-36,
2008-02-20 00:00:00,dow-2  :  LH-1  :  LL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-5  :  iLT-5  :  HT-3  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-3  :  sma20-consec-6  :  sma50-consec-37  :  sma200-consec-37,
2008-02-21 00:00:00,dow-3  :  HH-1  :  HL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-6  :  iHT-4  :  LT-6  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-1  :  sma50-consec-38  :  sma200-consec-38,
2008-02-22 00:00:00,dow-4  :  LH-1  :  LL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-7  :  iLT-7  :  HT-1  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-1  :  sma50-consec-39  :  sma200-consec-39,
2008-02-25 00:00:00,HH-1  :  HL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-8  :  iHT-13  :  HT-13  :  H10-1  :  iH10-1  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-2  :  sma20-consec-2  :  sma50-consec-40  :  sma200-consec-40,
2008-02-26 00:00:00,dow-1  :  HH-2  :  HL-2  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-3  :  co-dir-consec-2  :  oc-dir-consec-3  :  gap-filled-9  :  iHT-14  :  HT-15  :  H10-1  :  iH10-1  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-3  :  sma20-consec-3  :  sma50-consec-41  :  sma200-consec-41,
2008-02-27 00:00:00,dow-2  :  HH-3  :  HL-3  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-3  :  oc-dir-consec-4  :  gap-filled-10  :  iHT-15  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-4  :  sma20-consec-4  :  sma50-consec-42  :  sma200-consec-42,
2008-02-28 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-4  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-1  :  LT-3  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-5  :  sma20-consec-5  :  sma50-consec-43  :  sma200-consec-43,
2008-02-29 00:00:00,dow-4  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-5  :  oc-dir-consec-2  :  gap-filled-1  :  iLT-12  :  LT-12  :  L10-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-1  :  sma50-consec-44  :  sma200-consec-44,
2008-03-03 00:00:00,LH-3  :  LL-3  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-6  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-13  :  LT-14  :  L10-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-2  :  sma20-consec-2  :  sma50-consec-45  :  sma200-consec-45,
2008-03-04 00:00:00,dow-1  :  LH-4  :  LL-4  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-5  :  co-dir-consec-7  :  oc-dir-consec-2  :  gap-filled-1  :  iLT-27  :  LT-28  :  L10-1  :  L20-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-3  :  sma20-consec-3  :  sma50-consec-46  :  sma200-consec-46,
2008-03-05 00:00:00,dow-2  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-3  :  gap-filled-2  :  iHT-2  :  HT-3  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-4  :  sma20-consec-4  :  sma50-consec-47  :  sma200-consec-47,
2008-03-06 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-29  :  LT-30  :  L10-1  :  L20-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-5  :  sma20-consec-5  :  sma50-consec-48  :  sma200-consec-48,
2008-03-07 00:00:00,dow-4  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-2  :  gap-filled-2  :  iLT-30  :  LT-384  :  L10-1  :  L20-1  :  L50-1  :  iL10-1  :  iL20-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-6  :  sma20-consec-6  :  sma50-consec-49  :  sma200-consec-49,
2008-03-10 00:00:00,LH-3  :  LL-3  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-1  :  oc-dir-consec-3  :  gap-filled-3  :  iLT-31  :  LT-393  :  L10-1  :  L20-1  :  L50-1  :  iL10-1  :  iL20-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-7  :  sma20-consec-7  :  sma50-consec-50  :  sma200-consec-50,
2008-03-11 00:00:00,dow-1  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-2  :  HT-3  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-8  :  sma20-consec-8  :  sma50-consec-51  :  sma200-consec-51,
2008-03-12 00:00:00,dow-2  :  HH-2  :  HL-2  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-3  :  oc-dir-consec-1  :  gap-filled-2  :  iHT-4  :  LT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-9  :  sma20-consec-9  :  sma50-consec-52  :  sma200-consec-52,
2008-03-13 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-3  :  iLT-2  :  HT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-10  :  sma20-consec-10  :  sma50-consec-53  :  sma200-consec-53,
2008-03-14 00:00:00,dow-4  :  OB-1  :  HH-1  :  LL-2  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-4  :  iLT-3  :  iHT-1  :  LT-3  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-11  :  sma20-consec-11  :  sma50-consec-54  :  sma200-consec-54,
2008-03-17 00:00:00,LH-1  :  LL-3  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-37  :  LT-4  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-12  :  sma20-consec-12  :  sma50-consec-55  :  sma200-consec-55,
2008-03-18 00:00:00,dow-1  :  HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-1  :  iHT-3  :  HT-8  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-1  :  sma50-consec-56  :  sma200-consec-56,
2008-03-19 00:00:00,dow-2  :  HH-2  :  HL-2  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-2  :  iHT-9  :  LT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-1  :  sma50-consec-57  :  sma200-consec-57,
2008-03-20 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-3  :  iLT-2  :  HT-1  :  sma10-1  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-2  :  sma50-consec-58  :  sma200-consec-58,
2008-03-24 00:00:00,HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-1  :  iHT-15  :  HT-15  :  H10-1  :  iH10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-2  :  sma20-consec-1  :  sma50-consec-1  :  sma200-consec-59,
2008-03-25 00:00:00,dow-1  :  IB-1  :  HL-2  :  LH-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-2  :  HT-16  :  H10-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-3  :  sma20-consec-2  :  sma50-consec-2  :  sma200-consec-60,
2008-03-26 00:00:00,dow-2  :  LH-2  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-3  :  iLT-2  :  LT-2  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-4  :  sma20-consec-3  :  sma50-consec-1  :  sma200-consec-61,
2008-03-27 00:00:00,dow-3  :  LH-3  :  LL-2  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-3  :  gap-filled-4  :  iLT-3  :  LT-3  :  sma10-1  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-5  :  sma20-consec-4  :  sma50-consec-2  :  sma200-consec-62,
2008-03-28 00:00:00,dow-4  :  LH-4  :  LL-3  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-2  :  oc-dir-consec-4  :  gap-filled-5  :  iLT-4  :  LT-5  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-1  :  sma50-consec-3  :  sma200-consec-63,
2008-03-31 00:00:00,IB-1  :  HL-1  :  LH-5  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-6  :  HT-1  :  sma10-2  :  sma20-1  :  sma50-2  :  sma200-2  :  sma10-consec-2  :  sma20-consec-1  :  sma50-consec-4  :  sma200-consec-64,
2008-04-01 00:00:00,dow-1  :  HH-1  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-1  :  iHT-21  :  HT-21  :  H10-1  :  H20-1  :  iH10-1  :  iH20-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-1  :  sma20-consec-2  :  sma50-consec-1  :  sma200-consec-65,
2008-04-02 00:00:00,dow-2  :  HH-2  :  HL-3  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-2  :  iHT-22  :  HT-22  :  H10-1  :  H20-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-2  :  sma20-consec-3  :  sma50-consec-2  :  sma200-consec-66,
2008-04-03 00:00:00,dow-3  :  LH-1  :  LL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-3  :  iLT-1  :  HT-24  :  H10-1  :  H20-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-3  :  sma20-consec-4  :  sma50-consec-3  :  sma200-consec-67,
2008-04-04 00:00:00,dow-4  :  HH-1  :  HL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-4  :  iHT-24  :  LT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-4  :  sma20-consec-5  :  sma50-consec-4  :  sma200-consec-68,
2008-04-07 00:00:00,HH-2  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-2  :  gap-filled-5  :  iHT-26  :  HT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-5  :  sma20-consec-6  :  sma50-consec-5  :  sma200-consec-69,
2008-04-08 00:00:00,dow-1  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-2  :  LT-3  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-6  :  sma20-consec-7  :  sma50-consec-6  :  sma200-consec-70,
2008-04-09 00:00:00,dow-2  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-5  :  LT-6  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-7  :  sma20-consec-8  :  sma50-consec-7  :  sma200-consec-71,
2008-04-10 00:00:00,dow-3  :  IB-1  :  HL-1  :  LH-3  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-3  :  oc-dir-consec-1  :  gap-filled-2  :  HT-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-8  :  sma20-consec-9  :  sma50-consec-8  :  sma200-consec-72,
2008-04-11 00:00:00,dow-4  :  LH-4  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-4  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-8  :  LT-8  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-1  :  sma20-consec-1  :  sma50-consec-1  :  sma200-consec-73,
2008-04-14 00:00:00,LH-5  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-5  :  oc-dir-consec-2  :  gap-filled-2  :  iLT-9  :  LT-9  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-2  :  sma20-consec-2  :  sma50-consec-2  :  sma200-consec-74,
2008-04-15 00:00:00,dow-1  :  OB-1  :  HH-1  :  LL-3  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-3  :  gap-filled-3  :  iLT-10  :  iHT-1  :  HT-1  :  sma10-2  :  sma20-2  :  sma50-2  :  sma200-2  :  sma10-consec-3  :  sma20-consec-3  :  sma50-consec-3  :  sma200-consec-75,
2008-04-16 00:00:00,dow-2  :  HH-2  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-5  :  HT-6  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-1  :  sma20-consec-1  :  sma50-consec-1  :  sma200-consec-76,
2008-04-17 00:00:00,dow-3  :  HH-3  :  HL-2  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-3  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-2  :  iHT-7  :  HT-34  :  H10-1  :  H20-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-2  :  sma20-consec-2  :  sma50-consec-2  :  sma200-consec-77,
2008-04-18 00:00:00,dow-4  :  HH-4  :  HL-3  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-4  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-52  :  HT-52  :  H10-1  :  H20-1  :  H50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-3  :  sma20-consec-3  :  sma50-consec-3  :  sma200-consec-78,
2008-04-21 00:00:00,LH-1  :  LL-1  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-5  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-2  :  iLT-1  :  HT-53  :  H10-1  :  H20-1  :  H50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-4  :  sma20-consec-4  :  sma50-consec-4  :  sma200-consec-79,
2008-04-22 00:00:00,dow-1  :  LH-2  :  LL-2  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-2  :  LT-2  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-5  :  sma20-consec-5  :  sma50-consec-5  :  sma200-consec-80,
2008-04-23 00:00:00,dow-2  :  HH-1  :  HL-1  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-2  :  iHT-1  :  LT-3  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-6  :  sma20-consec-6  :  sma50-consec-6  :  sma200-consec-81,
2008-04-24 00:00:00,dow-3  :  OB-1  :  HH-2  :  LL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-3  :  iLT-1  :  iHT-68  :  HT-2  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-7  :  sma20-consec-7  :  sma50-consec-7  :  sma200-consec-82,
2008-04-25 00:00:00,dow-4  :  HH-3  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-2  :  co-dir-consec-3  :  oc-dir-consec-2  :  gap-filled-4  :  iHT-69  :  HT-70  :  H10-1  :  H20-1  :  H50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-8  :  sma20-consec-8  :  sma50-consec-8  :  sma200-consec-83,
2008-04-28 00:00:00,HH-4  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-4  :  oc-dir-consec-1  :  gap-filled-5  :  iHT-70  :  HT-71  :  H10-1  :  H20-1  :  H50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-9  :  sma20-consec-9  :  sma50-consec-9  :  sma200-consec-84,
2008-04-29 00:00:00,dow-1  :  LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-6  :  iLT-1  :  LT-2  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-10  :  sma20-consec-10  :  sma50-consec-10  :  sma200-consec-85,
2008-04-30 00:00:00,dow-2  :  OB-1  :  HH-1  :  LL-2  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-3  :  gap-filled-7  :  iLT-2  :  iHT-72  :  LT-4  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-1  :  sma20-consec-11  :  sma50-consec-11  :  sma200-consec-86,
2008-05-01 00:00:00,dow-3  :  HH-2  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-73  :  HT-74  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-1  :  sma20-consec-12  :  sma50-consec-12  :  sma200-consec-87,
2008-05-02 00:00:00,dow-4  :  HH-3  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-3  :  oc-dir-consec-1  :  gap-filled-2  :  iHT-77  :  HT-82  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-2  :  sma20-consec-13  :  sma50-consec-13  :  sma200-consec-88,
2008-05-05 00:00:00,LH-1  :  LL-1  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-3  :  iLT-1  :  LT-2  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-3  :  sma20-consec-14  :  sma50-consec-14  :  sma200-consec-89,
2008-05-06 00:00:00,dow-1  :  OB-1  :  HH-1  :  LL-2  :  cc-dir-1  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-4  :  iLT-2  :  iHT-1  :  HT-84  :  H10-1  :  H20-1  :  H50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-4  :  sma20-consec-15  :  sma50-consec-15  :  sma200-consec-90,
2008-05-07 00:00:00,dow-2  :  LH-1  :  LL-3  :  cc-dir-2  :  co-dir-2  :  oc-dir-2  :  cc-dir-consec-1  :  co-dir-consec-3  :  oc-dir-consec-1  :  gap-filled-1  :  iLT-3  :  LT-4  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-1  :  sma20-consec-16  :  sma50-consec-16  :  sma200-consec-91,
2008-05-08 00:00:00,dow-3  :  LH-2  :  LL-4  :  cc-dir-2  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-2  :  iLT-4  :  LT-5  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-2  :  sma20-consec-17  :  sma50-consec-17  :  sma200-consec-92,
2008-05-09 00:00:00,dow-4  :  LH-3  :  LL-5  :  cc-dir-2  :  co-dir-2  :  oc-dir-1  :  cc-dir-consec-3  :  co-dir-consec-1  :  oc-dir-consec-1  :  gap-filled-3  :  iLT-5  :  LT-6  :  sma10-2  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-3  :  sma20-consec-18  :  sma50-consec-18  :  sma200-consec-93,
2008-05-12 00:00:00,HH-1  :  HL-1  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-1  :  co-dir-consec-1  :  oc-dir-consec-2  :  gap-filled-4  :  iHT-2  :  HT-3  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-1  :  sma20-consec-19  :  sma50-consec-19  :  sma200-consec-94,
2008-05-13 00:00:00,dow-1  :  HH-2  :  HL-2  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-2  :  co-dir-consec-2  :  oc-dir-consec-1  :  gap-filled-5  :  iHT-3  :  HT-4  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-2  :  sma20-consec-20  :  sma50-consec-20  :  sma200-consec-95,
2008-05-14 00:00:00,dow-2  :  HH-3  :  HL-3  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-3  :  co-dir-consec-3  :  oc-dir-consec-2  :  gap-filled-6  :  iHT-5  :  HT-5  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-3  :  sma20-consec-21  :  sma50-consec-21  :  sma200-consec-96,
2008-05-15 00:00:00,dow-3  :  HH-4  :  HL-4  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-4  :  co-dir-consec-4  :  oc-dir-consec-1  :  gap-filled-1  :  iHT-86  :  HT-91  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-4  :  sma20-consec-22  :  sma50-consec-22  :  sma200-consec-97,
2008-05-16 00:00:00,dow-4  :  HH-5  :  HL-5  :  cc-dir-1  :  co-dir-1  :  oc-dir-2  :  cc-dir-consec-5  :  co-dir-consec-5  :  oc-dir-consec-1  :  gap-filled-2  :  iHT-89  :  HT-92  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-2  :  sma10-consec-5  :  sma20-consec-23  :  sma50-consec-23  :  sma200-consec-98,
2008-05-19 00:00:00,HH-6  :  HL-6  :  cc-dir-1  :  co-dir-1  :  oc-dir-1  :  cc-dir-consec-6  :  co-dir-consec-6  :  oc-dir-consec-1  :  gap-filled-3  :  iHT-93  :  HT-93  :  H10-1  :  H20-1  :  H50-1  :  iH10-1  :  iH20-1  :  iH50-1  :  sma10-1  :  sma20-1  :  sma50-1  :  sma200-1  :  sma10-consec-6  :  sma20-consec-24  :  sma50-consec-24  :  sma200-consec-1,
